Symbol,Name,LastPrice,MarketCap,ADR TSO,IPOyear,Sector,Industry
SSRM,SSR Mining Inc.,10.36,1243100523,n/a,n/a,Basic Industries,Precious Metals
STAA,STAAR Surgical Company,29.3,1219478189,n/a,n/a,Health Care,Ophthalmic Goods
STAF,"Staffing 360 Solutions, Inc.",1.5,6253758,n/a,1996,Technology,Professional Services
STMP,Stamps.com Inc.,261.6,4688879945,n/a,1999,Miscellaneous,Business Services
STND,Standard AVB Financial Corp.,30.9,148216268.7,n/a,n/a,Finance,Major Banks
SBLK,Star Bulk Carriers Corp.,13.31,853969653.2,n/a,n/a,Transportation,Marine Transportation
SBLKZ,Star Bulk Carriers Corp.,25.5,0,n/a,n/a,Transportation,Marine Transportation
SBUX,Starbucks Corporation,57.14,78853200000,n/a,1992,Consumer Services,Restaurants
STFC,State Auto Financial Corporation,32.2,1380988351,n/a,1991,Finance,Property-Casualty Insurers
STBZ,State Bank Financial Corporation.,34.81,1361576615,n/a,n/a,Finance,Major Banks
STDY,SteadyMed Ltd.,4.625,122898825.4,n/a,2015,Health Care,Major Pharmaceuticals
GASS,"StealthGas, Inc.",3.98,158645040.7,n/a,2005,Transportation,Marine Transportation
STCN,"Steel Connect, Inc.",2.15,129442783.9,n/a,n/a,Miscellaneous,Business Services
STLD,"Steel Dynamics, Inc.",50.27,11860383982,n/a,1996,Basic Industries,Steel/Iron Ore
SMRT,"Stein Mart, Inc.",2.9,138940305,n/a,1992,Consumer Services,Clothing/Shoe/Accessory Stores
STLR,Stellar Acquisition III Inc.,10.39,93615739.03,n/a,2016,Technology,EDP Services
STLRU,Stellar Acquisition III Inc.,10.55,0,n/a,2016,Technology,EDP Services
STLRW,Stellar Acquisition III Inc.,0.28,0,n/a,2016,Technology,EDP Services
SBOT,"Stellar Biotechnologies, Inc.",1.8,8493152.4,n/a,n/a,Health Care,Major Pharmaceuticals
STML,"Stemline Therapeutics, Inc.",18.4,557040312,n/a,2013,Health Care,Major Pharmaceuticals
SRCL,"Stericycle, Inc.",64.17,5491445673,n/a,1996,Basic Industries,Environmental Services
SRCLP,"Stericycle, Inc.",48.13,0,n/a,n/a,Basic Industries,Environmental Services
SBT,"Sterling Bancorp, Inc.",13.84,733561007.9,n/a,2017,Finance,Savings Institutions
STRL,Sterling Construction Company Inc,13.31,359636253.2,n/a,n/a,Basic Industries,Military/Government/Technical
SHOO,"Steven Madden, Ltd.",54.5,3186325115,n/a,1993,Consumer Non-Durables,Shoe Manufacturing
SSFN,Stewardship Financial Corp,11.55,100194979.5,n/a,n/a,Finance,Major Banks
SFIX,"Stitch Fix, Inc.",19.67,1911689553,n/a,2017,Consumer Services,Catalog/Specialty Distribution
SYBT,"Stock Yards Bancorp, Inc.",40.6,922915018.2,n/a,n/a,Finance,Major Banks
BANX,StoneCastle Financial Corp,22.2,145335363.6,n/a,n/a,n/a,n/a
SSKN,"Strata Skin Sciences, Inc.",2.17,54021807.14,n/a,n/a,Health Care,Medical/Dental Instruments
SSYS,"Stratasys, Ltd.",19.71,1058624100,n/a,1994,Technology,Computer peripheral equipment
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,24.26,0,n/a,n/a,n/a,n/a
STRT,Strattec Security Corporation,39.35,145752045.9,n/a,n/a,Capital Goods,Auto Parts:O.E.M.
STRS,Stratus Properties Inc.,31.45,256423486.5,n/a,n/a,Consumer Services,Homebuilding
STRA,"Strayer Education, Inc.",110.8,1252114347,n/a,1996,Consumer Services,Other Consumer Services
STRM,"Streamline Health Solutions, Inc.",1.54,30776442.62,n/a,n/a,Technology,EDP Services
SBBP,Strongbridge Biopharma plc,6.45,293698589.3,n/a,2015,Health Care,Major Pharmaceuticals
SUMR,"Summer Infant, Inc.",1.25,23356546.25,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries
SMMF,"Summit Financial Group, Inc.",27.54,343369078,n/a,n/a,Finance,Major Banks
SSBI,Summit State Bank,15.8,95850305,n/a,2006,n/a,n/a
SMMT,Summit Therapeutics plc,12.85,78933026.8,6142648,2015,Health Care,Major Pharmaceuticals
SNHY,Sun Hydraulics Corporation,51.82,1637239116,n/a,1997,Capital Goods,Metal Fabrications
SNDE,Sundance Energy Australia Limited,5,6603875,1320775,n/a,Energy,Oil & Gas Production
SNSS,"Sunesis Pharmaceuticals, Inc.",2.47,84896797.31,n/a,2005,Health Care,Major Pharmaceuticals
STKL,"SunOpta, Inc.",7.85,682051669.6,n/a,n/a,Consumer Services,Farming/Seeds/Milling
SPWR,SunPower Corporation,7.28,1025480449,n/a,2005,Technology,Semiconductors
RUN,Sunrun Inc.,12.28,1338503385,n/a,2015,Capital Goods,Industrial Specialties
SUNW,"Sunworks, Inc.",1.14,29241620.16,n/a,n/a,Public Utilities,Telecommunications Equipment
SMCI,"Super Micro Computer, Inc.",25.6,1246540595,n/a,2007,Technology,Computer Manufacturing
SPCB,"SuperCom, Ltd.",1.89,28271260.71,n/a,n/a,Technology,Semiconductors
SCON,Superconductor Technologies Inc.,0.955,11769227.09,n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment
SGC,"Superior Group of Companies, Inc.",23.3,356659181.3,n/a,n/a,Consumer Non-Durables,Apparel
SUPN,"Supernus Pharmaceuticals, Inc.",54.2,2807368457,n/a,2012,Health Care,Major Pharmaceuticals
SPRT,"support.com, Inc.",2.92,54706360.6,n/a,2000,Technology,EDP Services
SURF,"Surface Oncology, Inc.",13.43,370631940.5,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGRY,"Surgery Partners, Inc.",15.45,755702033.9,n/a,2015,Health Care,Hospital/Nursing Management
SRDX,"Surmodics, Inc.",51.8,686762120.8,n/a,1998,Health Care,Medical/Dental Instruments
SIVB,SVB Financial Group,322.4,17078791163,n/a,n/a,Finance,Major Banks
SYKE,"Sykes Enterprises, Incorporated",29.13,1246745998,n/a,1996,Technology,EDP Services
SYMC,Symantec Corporation,21.3,13238773202,n/a,1989,Technology,Computer Software: Prepackaged Software
SYNC,"Synacor, Inc.",2,77593444,n/a,2012,Technology,"Computer Software: Programming, Data Processing"
SYNL,Synalloy Corporation,19.5,170769963,n/a,n/a,Basic Industries,Steel/Iron Ore
SYNA,Synaptics Incorporated,42.56,1473178352,n/a,2002,Technology,Semiconductors
SNDX,"Syndax Pharmaceuticals, Inc.",7.84,193693425,n/a,2016,Health Care,Major Pharmaceuticals
SYNH,"Syneos Health, Inc.",43.35,4455566451,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SGYP,"Synergy Pharmaceuticals, Inc.",1.74,429328268.2,n/a,n/a,Health Care,Major Pharmaceuticals
SYBX,"Synlogic, Inc.",9.87,251199475,n/a,2015,n/a,n/a
SNPS,"Synopsys, Inc.",90.12,13428862668,n/a,1992,Technology,Computer Software: Prepackaged Software
SYNT,"Syntel, Inc.",32.73,2738072466,n/a,1997,Technology,EDP Services
SES,"Synthesis Energy Systems, Inc.",3.01,33108172.93,n/a,n/a,Basic Industries,Major Chemicals
SYPR,"Sypris Solutions, Inc.",1.63,34879036.66,n/a,n/a,Capital Goods,Industrial Machinery/Components
SYRS,"Syros Pharmaceuticals, Inc.",12.83,417979845.6,n/a,2016,Health Care,Major Pharmaceuticals
TROW,"T. Rowe Price Group, Inc.",125.22,30320456873,n/a,1986,Finance,Investment Bankers/Brokers/Service
TTOO,"T2 Biosystems, Inc.",8.46,364945238.1,n/a,2014,Health Care,Medical/Dental Instruments
TRHC,"Tabula Rasa HealthCare, Inc.",51.2,1024310835,n/a,2016,Miscellaneous,Business Services
TCMD,"Tactile Systems Technology, Inc.",49.39,892685083.7,n/a,2016,Health Care,Medical/Dental Instruments
TAIT,Taitron Components Incorporated,1.7048,9497179.966,n/a,1995,Consumer Non-Durables,Electronic Components
TTWO,"Take-Two Interactive Software, Inc.",113.42,12972936954,n/a,1997,Technology,Computer Software: Prepackaged Software
TLND,Talend S.A.,56.38,1542503746,27359059,2016,Technology,Computer Software: Prepackaged Software
TNDM,"Tandem Diabetes Care, Inc.",15.64,783061330.4,n/a,2013,Health Care,Medical/Dental Instruments
TLF,"Tandy Leather Factory, Inc.",7.5,68851575,n/a,n/a,Consumer Non-Durables,Apparel
TANH,Tantech Holdings Ltd.,3.3,94720698.6,n/a,2015,Basic Industries,Major Chemicals
TAOP,Taoping Inc.,1.73,70515081.99,n/a,n/a,Technology,Computer Software: Prepackaged Software
TPIV,TapImmune Inc.,5.95,75963780.9,n/a,n/a,Health Care,Major Pharmaceuticals
TEDU,"Tarena International, Inc.",7.41,258257625.2,34852581,2014,Consumer Services,Other Consumer Services
TATT,TAT Technologies Ltd.,7.75,70699382.75,n/a,n/a,Capital Goods,Aerospace
TAYD,"Taylor Devices, Inc.",10.3309,35758003.25,n/a,n/a,Capital Goods,Industrial Machinery/Components
CGBD,"TCG BDC, Inc.",18.28,1143754940,n/a,2017,n/a,n/a
TCPC,TCP Capital Corp.,14.84,872975599.2,n/a,2012,n/a,n/a
AMTD,TD Ameritrade Holding Corporation,62.11,35244382976,n/a,1997,Finance,Investment Bankers/Brokers/Service
PETZ,"TDH Holdings, Inc.",3.91,36846862.5,n/a,2017,Consumer Non-Durables,Packaged Foods
TECD,Tech Data Corporation,87.92,3368886118,n/a,1986,Technology,Retail: Computer Software & Peripheral Equipment
TCCO,Technical Communications Corporation,4.4496,8227421.64,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
TTGT,"TechTarget, Inc.",27.68,761123990.7,n/a,2007,Miscellaneous,Business Services
TGLS,Tecnoglass Inc.,9.04,330667958.6,n/a,2012,Consumer Durables,Electronic Components
TGEN,Tecogen Inc.,3.68,91336297.28,n/a,2014,Capital Goods,Industrial Machinery/Components
TNAV,"Telenav, Inc.",5.4,241620208.2,n/a,2010,Capital Goods,Industrial Machinery/Components
TLGT,"Teligent, Inc.",3.08,164819695,n/a,n/a,Health Care,Major Pharmaceuticals
TELL,Tellurian Inc.,10.95,2501211067,n/a,n/a,Energy,Oil & Gas Production
TENX,"Tenax Therapeutics, Inc.",6.31,9172695.56,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
TERP,"TerraForm Power, Inc.",10.77,1594886511,n/a,2014,Public Utilities,Electric Utilities: Central
TBNK,Territorial Bancorp Inc.,31.22,303890172.6,n/a,2009,Finance,Savings Institutions
TSRO,"TESARO, Inc.",45.42,2490086231,n/a,2012,Health Care,Major Pharmaceuticals
TSLA,"Tesla, Inc. ",316.09,53670085892,n/a,2010,Capital Goods,Auto Manufacturing
TESS,TESSCO Technologies Incorporated,18,151679790,n/a,1994,Consumer Non-Durables,Electronic Components
TTEK,"Tetra Tech, Inc.",57.1,3175669318,n/a,1991,Consumer Services,Military/Government/Technical
TTPH,"Tetraphase Pharmaceuticals, Inc.",3.73,192579851.5,n/a,2013,Health Care,Major Pharmaceuticals
TCBI,"Texas Capital Bancshares, Inc.",101.05,5019549919,n/a,2003,Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",25.6148,0,n/a,n/a,Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",25.285,151710000,n/a,n/a,Finance,Major Banks
TCBIW,"Texas Capital Bancshares, Inc.",77,0,n/a,n/a,Finance,Major Banks
TXN,Texas Instruments Incorporated,117.24,1.14768E+11,n/a,n/a,Technology,Semiconductors
TXRH,"Texas Roadhouse, Inc.",63.68,4547656320,n/a,2004,Consumer Services,Restaurants
TFSL,TFS Financial Corporation,16.48,4623392213,n/a,n/a,Finance,Savings Institutions
TGTX,"TG Therapeutics, Inc.",13.95,1088241062,n/a,n/a,Health Care,Major Pharmaceuticals
ANDE,"The Andersons, Inc.",33.6,950880000,n/a,n/a,Consumer Services,Farming/Seeds/Milling
TBBK,"The Bancorp, Inc.",11.43,643591730.3,n/a,n/a,Finance,Major Banks
BPRN,The Bank of Princeton,32.85,218072392.7,n/a,n/a,n/a,n/a
CG,The Carlyle Group L.P.,22.9,7678080819,n/a,2012,Finance,Investment Managers
TCGP,The Carlyle Group L.P.,23.65,0,n/a,n/a,Finance,Investment Managers
CAKE,The Cheesecake Factory Incorporated,53.62,2457204758,n/a,1992,Consumer Services,Restaurants
CHEF,"The Chefs&#39; Warehouse, Inc.",26.6,763487191.6,n/a,2011,Consumer Non-Durables,Food Distributors
TCFC,The Community Financial Corporation,36.9,205689160.8,n/a,n/a,Finance,Major Banks
DSGX,The Descartes Systems Group Inc.,30.1,2312125480,n/a,n/a,Technology,Computer Software: Prepackaged Software
DXYN,"The Dixie Group, Inc.",2.35,38584360.95,n/a,n/a,Consumer Durables,Home Furnishings
ENSG,"The Ensign Group, Inc.",36.89,1910725186,n/a,2007,Health Care,Hospital/Nursing Management
XONE,The ExOne Company,6.78,109850366.8,n/a,2013,Capital Goods,Industrial Machinery/Components
FINL,"The Finish Line, Inc.",13.53,548190017.4,n/a,1992,Consumer Services,Clothing/Shoe/Accessory Stores
FBMS,"The First Bancshares, Inc.",35.15,459268248,n/a,n/a,Finance,Major Banks
FLIC,The First of Long Island Corporation,25.95,657761345.1,n/a,n/a,Finance,Major Banks
GT,The Goodyear Tire & Rubber Company,25.29,6065272426,n/a,n/a,Consumer Durables,Automotive Aftermarket
HABT,"The Habit Restaurants, Inc.",9.75,253984779.8,n/a,2014,Consumer Services,Restaurants
HCKT,"The Hackett Group, Inc.",16.48,484664028,n/a,n/a,Consumer Services,Professional Services
HAIN,"The Hain Celestial Group, Inc.",27.66,2997880557,n/a,n/a,Consumer Non-Durables,Packaged Foods
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",6.8,41708881.2,n/a,n/a,n/a,n/a
INTG,The Intergroup Corporation,25.95,60985017.15,n/a,n/a,Consumer Services,Building operators
JYNT,The Joint Corp.,7.38,100321904.5,n/a,2014,Miscellaneous,Multi-Sector Companies
KEYW,The KEYW Holding Corporation,9.3,464070000,n/a,2010,Technology,EDP Services
KHC,The Kraft Heinz Company,57.67,70309664292,n/a,n/a,Consumer Non-Durables,Packaged Foods
OLD,The Long-Term Care ETF,24.6796,2467984.68,n/a,n/a,n/a,n/a
MSG,The Madison Square Garden Company,271.55,6425785136,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation
MDCO,The Medicines Company,36.06,2654413489,n/a,2000,Health Care,Major Pharmaceuticals
MEET,"The Meet Group, Inc.",3.96,287079633.7,n/a,n/a,Consumer Services,Advertising
MIK,"The Michaels Companies, Inc.",20.17,3671973955,n/a,2014,Consumer Services,Recreational Products/Toys
MIDD,The Middleby Corporation,103.06,5741485379,n/a,n/a,Technology,Industrial Machinery/Components
NAVG,"The Navigators Group, Inc.",60.8,1807114502,n/a,1986,Finance,Property-Casualty Insurers
SLIM,The Obesity ETF,36.3862,3638656.386,n/a,n/a,n/a,n/a
STKS,"The ONE Group Hospitality, Inc.",2.49,68107976.49,n/a,n/a,Consumer Services,Restaurants
ORG,The Organics ETF,33.015,0,n/a,n/a,n/a,n/a
PRSC,The Providence Service Corporation,74.29,967547611.1,n/a,2003,Consumer Services,Transportation Services
RMR,The RMR Group Inc.,75.85,2364583019,n/a,n/a,Consumer Services,Professional Services
SMPL,The Simply Good Foods Company,13.39,945100652.5,n/a,n/a,Consumer Non-Durables,Packaged Foods
SMPLW,The Simply Good Foods Company,3.42,0,n/a,n/a,Consumer Non-Durables,Packaged Foods
TSG,The Stars Group Inc.,36.45,5539368830,n/a,n/a,Technology,"Computer Software: Programming, Data Processing"
TTD,"The Trade Desk, Inc.",86.55,3645668880,n/a,2016,Technology,"Computer Software: Programming, Data Processing"
ULTI,"The Ultimate Software Group, Inc.",262.46,8034954902,n/a,1998,Technology,Computer Software: Prepackaged Software
YORW,The York Water Company,31.5,406180908,n/a,n/a,Public Utilities,Water Supply
NCTY,The9 Limited,1.24,10658215.4,8595335,2004,Miscellaneous,Business Services
TXMD,"TherapeuticsMD, Inc.",7.38,1598391942,n/a,n/a,Health Care,Major Pharmaceuticals
TRPX,Therapix Biosciences Ltd.,4.4,8858550.8,2013307,2017,Health Care,Major Pharmaceuticals
TBPH,"Theravance Biopharma, Inc.",23.84,1307715975,n/a,n/a,Health Care,Major Pharmaceuticals
TST,"TheStreet, Inc.",1.805,88789798.32,n/a,n/a,Consumer Services,Newspapers/Magazines
TCRD,"THL Credit, Inc.",8.09,264329343.1,n/a,2010,n/a,n/a
TIBR,Tiberius Acquisition Corporation,9.65,208078125,n/a,2018,Finance,Business Services
TIBRU,Tiberius Acquisition Corporation,10.11,0,n/a,2018,Finance,Business Services
TIBRW,Tiberius Acquisition Corporation,0.62,0,n/a,2018,Finance,Business Services
TIG,TiGenix,41.8001,46270286.29,1106942,2016,Health Care,Major Pharmaceuticals
TTS,"Tile Shop Hldgs, Inc.",7.6,398893691.2,n/a,n/a,Consumer Services,Home Furnishings
TSBK,"Timberland Bancorp, Inc.",35.11,259562156,n/a,n/a,Finance,Banks
TNTR,"Tintri, Inc.",0.5599,18992100.27,n/a,2017,Technology,EDP Services
TIPT,Tiptree Inc.,6.55,243735423.3,n/a,n/a,Finance,Property-Casualty Insurers
TITN,Titan Machinery Inc.,17.34,382869159.4,n/a,2007,Consumer Services,Other Specialty Stores
TTNP,"Titan Pharmaceuticals, Inc.",1.01,21415781.44,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVTY,"Tivity Health, Inc.",33.85,1349803988,n/a,n/a,Health Care,Hospital/Nursing Management
TIVO,TiVo Corporation,13.875,1706111625,n/a,n/a,Miscellaneous,Multi-Sector Companies
TMUS,"T-Mobile US, Inc.",57.82,48964622190,n/a,n/a,Public Utilities,Telecommunications Equipment
TMSR,TMSR Holding Company Limited,8.2,93460279,n/a,2015,Finance,Business Services
TOCA,Tocagen Inc.,9.76,194350714.1,n/a,2017,Health Care,Major Pharmaceuticals
TNXP,Tonix Pharmaceuticals Holding Corp.,4.1,34689239,n/a,n/a,Health Care,Major Pharmaceuticals
TISA,"Top Image Systems, Ltd.",1.06,19346825.32,n/a,1996,Technology,Computer peripheral equipment
TOPS,TOP Ships Inc.,1.18,20028868.06,n/a,n/a,Transportation,Marine Transportation
TRCH,"Torchlight Energy Resources, Inc.",1.32,92122844.88,n/a,n/a,Energy,Oil & Gas Production
TRMD,TORM plc,7.9862,590227665.9,n/a,n/a,Transportation,Marine Transportation
TSEM,Tower Semiconductor Ltd.,25.46,2520900972,n/a,1994,Technology,Semiconductors
CLUB,"Town Sports International Holdings, Inc.",11.9,323742796.3,n/a,2006,Consumer Services,Hotels/Resorts
TOWN,Towne Bank,33.35,2410139367,n/a,n/a,n/a,n/a
TPIC,"TPI Composites, Inc.",26.02,887205189,n/a,2016,Energy,Industrial Machinery/Components
TCON,"TRACON Pharmaceuticals, Inc.",2.65,78788027.15,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Tractor Supply Company,76.78,9371021189,n/a,1994,Consumer Services,RETAIL: Building Materials
TWMC,Trans World Entertainment Corp.,1,36212570,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains
TACT,TransAct Technologies Incorporated,11,81426213,n/a,1996,Technology,Computer peripheral equipment
TRNS,"Transcat, Inc.",19.65,140596732.5,n/a,n/a,Capital Goods,Electrical Products
TGA,TransGlobe Energy Corporation,2.45,176903154.1,n/a,n/a,Energy,Oil & Gas Production
TA,TravelCenters of America LLC,3.5,139995457,n/a,n/a,Consumer Durables,Automotive Aftermarket
TANNI,TravelCenters of America LLC,24.26,0,n/a,n/a,Consumer Durables,Automotive Aftermarket
TANNL,TravelCenters of America LLC,23.65,0,n/a,n/a,Consumer Durables,Automotive Aftermarket
TANNZ,TravelCenters of America LLC,24.25,0,n/a,n/a,Consumer Durables,Automotive Aftermarket
TZOO,Travelzoo,17.75,221192565.8,n/a,n/a,Technology,EDP Services
TRMT,Tremont Mortgage Trust,12.1,38029561.9,n/a,2017,n/a,n/a
TRVN,"Trevena, Inc.",1.8,122343683.4,n/a,2014,Health Care,Major Pharmaceuticals
TCBK,TriCo Bancshares,40.22,923845034.2,n/a,n/a,Finance,Major Banks
TDACU,Trident Acquisitions Corp.,10.09,0,n/a,2018,Finance,Business Services
TRIL,Trillium Therapeutics Inc.,6.5,85458126,n/a,n/a,Health Care,Major Pharmaceuticals
TRS,TriMas Corporation,29.3,1345580349,n/a,2007,Capital Goods,Industrial Specialties
TRMB,Trimble Inc.,35.04,8732656711,n/a,1990,Capital Goods,Industrial Machinery/Components
TRIB,Trinity Biotech plc,4.77,114266523.4,23955246,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TMCX,Trinity Merger Corp.,9.75,0,n/a,2018,Finance,Business Services
TMCXU,Trinity Merger Corp.,10.13,0,n/a,2018,Finance,Business Services
TMCXW,Trinity Merger Corp.,0.401,0,n/a,2018,Finance,Business Services
TRIP,"TripAdvisor, Inc.",55.47,7621777969,n/a,n/a,Technology,"Computer Software: Programming, Data Processing"
TSC,"TriState Capital Holdings, Inc.",26.5,768332096,n/a,2013,Finance,Major Banks
TSCAP,"TriState Capital Holdings, Inc.",26.5799,770648689.8,n/a,n/a,Finance,Major Banks
TBK,"Triumph Bancorp, Inc.",42.25,1108740386,n/a,2014,Finance,Major Banks
TRVG,trivago N.V.,5.2,161087617.6,30978388,2016,Technology,EDP Services
TRNC,"tronc, Inc.",16.75,591071521,n/a,n/a,Consumer Services,Newspapers/Magazines
TROV,"TrovaGene, Inc.",1.77,729855.96,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRUE,"TrueCar, Inc.",10.1,1019417998,n/a,2014,Technology,"Computer Software: Programming, Data Processing"
THST,"Truett-Hurst, Inc.",1.365,6137570.985,n/a,2013,Consumer Non-Durables,Beverages (Production/Distribution)
TRUP,"Trupanion, Inc.",35.13,1095595797,n/a,n/a,Health Care,Medical Specialities
TRST,TrustCo Bank Corp NY,9,867864537,n/a,n/a,Finance,Major Banks
TRMK,Trustmark Corporation,33.29,2256467807,n/a,n/a,Finance,Major Banks
TSRI,"TSR, Inc.",4.545,8917571.79,n/a,n/a,Technology,EDP Services
